충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
충현동주민센터 전기차중전소,충현동주민센터,서울특별시,"주말, 공휴일",09:00,18:00,Y,N,X,1,0,N,서울특별시 서대문구 북아현로22길 38,서울특별시 서대문구 북아현동 1-90,한국전기차충전서비스(KEVCS),1522-1782,37.5647846,126.9525054,2018-08-13,3120000,서울특별시 서대문구,
홍은1동 제4공영주차장 전기차충전소,홍은1동 제4공영주차장,서울특별시,X,00:00,00:00,N,Y,"AC3상, DC차데모, DC콤보",0,1,Y,서울특별시 서대문구 홍은중앙로 125,서울특별시 서대문구 홍은동 11-23,한국전력 서대문은평지사,02-350-2264,37.6012903,126.949151,2018-08-13,3120000,서울특별시 서대문구,
서대문구청 광장 전기차충전소,서대문구청 광장,서울특별시,X,00:00,00:00,Y,Y,"AC3상, DC차데모, DC콤보",1,1,Y,서울특별시 서대문구 연희로 248,서울특별시 서대문구 연희동 168-6,한국자동차환경협회,1661-9408,37.5790419,126.9367548,2018-08-13,3120000,서울특별시 서대문구,
전기자동차 공공급속충전소 양산종합운동장,경상남도 양산시 양산대로 849(북부동) 종합운동장,경상남도,연중무휴,00:00,23:59,N,Y,전차종 충전가능,0,1,N,경상남도 양산시 양산대로 849(북부동),경상남도 양산시 북부동 533,한국환경공단,032-590-3682,35.344514,129.033779,2018-02-14,5380000,경상남도 양산시,
전기자동차 공공급속충전소 내원휴게소,경상남도 양산시 하북면 양산대로 1962 내원휴게소 주차장,경상남도,연중무휴,00:00,23:59,N,Y,전차종 충전가능,0,1,N,경상남도 양산시 하북면 양산대로 1962,경상남도 양산시 하북면 용연리 904-6,한국환경공단,032-590-3682,35.438473,129.071914,2018-02-14,5380000,경상남도 양산시,
전기자동차 공공완속충전소 웅상출장소,경상남도 양산시 진등길 40(웅상출장소 정문 입구 왼쪽편),경상남도,연중무휴,00:00,23:59,Y,N,전차종 충전가능,1,0,N,경상남도 양산시 진등길 40,경상남도 양산시 주진동 72-2,한국환경공단,032-590-3682,35.395401,129.154718,2018-02-14,5380000,경상남도 양산시,
옥천읍사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,24:00,N,Y,30분소요,0,1,N,"충청북도 옥천군 옥천읍 동부로 15, 옥천읍사무소",충청북도 옥천군 옥천읍 문정리 439 옥천읍사무소,환경관리공단,1661-9408,36.307851,127.574832,2018-08-01,4430000,충청북도 옥천군,
청산면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,24:00,N,Y,30분소요,0,1,N,"충청북도 옥천군 청산면 지전1길 29, 청산면사무소",충청북도 옥천군 청산면 지전리 74-3 청산면사무소,한국전력공사 옥천지사,043-730-0203,36.346675,127.792044,2018-08-01,4430000,충청북도 옥천군,
이원면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,24:00,N,Y,30분소요,0,1,N,"충청북도 옥천군 이원면 신흥1길 14, 이원면사무소",충청북도 옥천군 이원면 강청리 47-1 이원면사무소,한국전력공사 옥천지사,043-730-0203,36.246512,127.619574,2018-08-01,4430000,충청북도 옥천군,
군서면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,24:00,N,Y,30분소요,0,1,N,"충청북도 옥천군 군서면 동평1길 9-15, 군서면사무소",충청북도 옥천군 군서면 동평리 582-3 군서면사무소,한국전력공사 옥천지사,043-730-0203,36.279198,127.528516,2018-08-01,4430000,충청북도 옥천군,
군북면사무소,옥천읍사무소 내 주차장,충청북도,N,01:00,24:00,N,Y,30분소요,0,1,N,"충청북도 옥천군 군북면 이백길 8, 군북면사무소",충청북도 옥천군 군북면 이백리 346-42 군북면사무소,한국전력공사 옥천지사,043-730-0203,36.330490,127.534402,2018-08-01,4430000,충청북도 옥천군,
전기자동차 급속충전소,충청남도 예산군 벚꽃로 214,충청남도,일요일,09:00,23:00,Y,Y,N,6,2,N,충청남도 예산군 벚꽃로 214,충청남도 예산군 예산읍 석양리 225-1,한국환경관리공단,032-590-4000,36.688568,126.827778,2018-08-20,4610000,충청남도 예산군,
전기자동차 급속충전소,충청남도 예산군 군청로 22,충청남도,일요일,09:00,23:00,Y,Y,N,6,2,N,충청남도 예산군 군청로 22,충청남도 예산군 예산읍 예산리 777,한국환경관리공단,032-590-4000,36.681762,126.846877,2018-08-20,4610000,충청남도 예산군,
롯데마트(삼양점),주차장 3층(북쪽),서울특별시,매월2/4주일요일,10:00,00:00,N,Y,DC차데모+AC3상,,1,N,"서울특별시 강북구 삼양로 247, 롯데마트",서울특별시 강북구 미아동 1359 롯데마트,시그넷시스템,031-909-8123,37.6254540,127.0179530,2018-07-23,3080000,서울특별시 강북구,
삼양동주민센터,강북구 삼양로 268,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로 268,서울특별시 강북구 미아동 791-350,㈜포스코ICT,1600-4047,37.6275051,127.0183501,2018-07-23,3080000,서울특별시 강북구,
미아동주민센터,강북구 솔매로49길 14,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,㈜포스코ICT,1600-4047,37.6270041,127.0248036,2018-07-23,3080000,서울특별시 강북구,
송중동주민센터,강북구 오패산로 162,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,㈜포스코ICT,1600-4047,37.6202879,127.0280734,2018-07-23,3080000,서울특별시 강북구,
송천동주민센터,강북구 솔샘로 284,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,㈜포스코ICT,1600-4047,37.6184089,127.0227608,2018-07-23,3080000,서울특별시 강북구,
삼각산동주민센터,강북구 삼양로19길 34,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,㈜포스코ICT,1600-4047,37.6152942,127.0201408,2018-07-23,3080000,서울특별시 강북구,
번2동주민센터,강북구 한천로 897,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,㈜포스코ICT,1600-4047,37.6325288,127.0374198,2018-07-23,3080000,서울특별시 강북구,
번3동주민센터,강북구 한천로105길 21,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,㈜포스코ICT,1600-4047,37.6295146,127.0382995,2018-07-23,3080000,서울특별시 강북구,
수유1동주민센터,강북구 삼양로 299,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,㈜포스코ICT,1600-4047,37.6300042,127.0153532,2018-07-23,3080000,서울특별시 강북구,
수유2동주민센터,강북구 한천로 1117,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,㈜포스코ICT,1600-4047,37.6446412,127.0176860,2018-07-23,3080000,서울특별시 강북구,
수유3동주민센터,강북구 노해로 36,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,㈜포스코ICT,1600-4047,37.6386976,127.0209635,2018-07-23,3080000,서울특별시 강북구,
우이동주민센터,강북구 삼양로139길 49,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,㈜포스코ICT,1600-4047,37.6478908,127.0096866,2018-07-23,3080000,서울특별시 강북구,
인수동주민센터,강북구 인수봉로 255,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,㈜포스코ICT,1600-4047,37.6414749,127.0084091,2018-07-23,3080000,서울특별시 강북구,
롯데마트(삼양점),주차장 3층(북쪽),서울특별시,매월2/4주일요일,10:00,00:00,N,Y,DC차데모+AC3상,,1,N,"서울특별시 강북구 삼양로 247, 롯데마트",서울특별시 강북구 미아동 1359 롯데마트,시그넷시스템,031-909-8123,37.6254540,127.0179530,2018-07-23,3080000,서울특별시 강북구,
삼양동주민센터,강북구 삼양로 268,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로 268,서울특별시 강북구 미아동 791-350,㈜포스코ICT,1600-4047,37.6275051,127.0183501,2018-07-23,3080000,서울특별시 강북구,
미아동주민센터,강북구 솔매로49길 14,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,㈜포스코ICT,1600-4047,37.6270041,127.0248036,2018-07-23,3080000,서울특별시 강북구,
송중동주민센터,강북구 오패산로 162,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,㈜포스코ICT,1600-4047,37.6202879,127.0280734,2018-07-23,3080000,서울특별시 강북구,
송천동주민센터,강북구 솔샘로 284,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,㈜포스코ICT,1600-4047,37.6184089,127.0227608,2018-07-23,3080000,서울특별시 강북구,
삼각산동주민센터,강북구 삼양로19길 34,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,㈜포스코ICT,1600-4047,37.6152942,127.0201408,2018-07-23,3080000,서울특별시 강북구,
번2동주민센터,강북구 한천로 897,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,㈜포스코ICT,1600-4047,37.6325288,127.0374198,2018-07-23,3080000,서울특별시 강북구,
번3동주민센터,강북구 한천로105길 21,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,㈜포스코ICT,1600-4047,37.6295146,127.0382995,2018-07-23,3080000,서울특별시 강북구,
수유1동주민센터,강북구 삼양로 299,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,㈜포스코ICT,1600-4047,37.6300042,127.0153532,2018-07-23,3080000,서울특별시 강북구,
수유2동주민센터,강북구 한천로 1117,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,㈜포스코ICT,1600-4047,37.6446412,127.0176860,2018-07-23,3080000,서울특별시 강북구,
수유3동주민센터,강북구 노해로 36,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,㈜포스코ICT,1600-4047,37.6386976,127.0209635,2018-07-23,3080000,서울특별시 강북구,
우이동주민센터,강북구 삼양로139길 49,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,㈜포스코ICT,1600-4047,37.6478908,127.0096866,2018-07-23,3080000,서울특별시 강북구,
인수동주민센터,강북구 인수봉로 255,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,㈜포스코ICT,1600-4047,37.6414749,127.0084091,2018-07-23,3080000,서울특별시 강북구,
롯데마트(삼양점),주차장 3층(북쪽),서울특별시,매월2/4주일요일,10:00,00:00,N,Y,DC차데모+AC3상,,1,N,"서울특별시 강북구 삼양로 247, 롯데마트",서울특별시 강북구 미아동 1359 롯데마트,시그넷시스템,031-909-8123,37.6254540,127.0179530,2018-07-23,3080000,서울특별시 강북구,
삼양동주민센터,강북구 삼양로 268,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로 268,서울특별시 강북구 미아동 791-350,㈜포스코ICT,1600-4047,37.6275051,127.0183501,2018-07-23,3080000,서울특별시 강북구,
미아동주민센터,강북구 솔매로49길 14,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,㈜포스코ICT,1600-4047,37.6270041,127.0248036,2018-07-23,3080000,서울특별시 강북구,
송중동주민센터,강북구 오패산로 162,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,㈜포스코ICT,1600-4047,37.6202879,127.0280734,2018-07-23,3080000,서울특별시 강북구,
송천동주민센터,강북구 솔샘로 284,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,㈜포스코ICT,1600-4047,37.6184089,127.0227608,2018-07-23,3080000,서울특별시 강북구,
삼각산동주민센터,강북구 삼양로19길 34,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,㈜포스코ICT,1600-4047,37.6152942,127.0201408,2018-07-23,3080000,서울특별시 강북구,
번2동주민센터,강북구 한천로 897,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,㈜포스코ICT,1600-4047,37.6325288,127.0374198,2018-07-23,3080000,서울특별시 강북구,
번3동주민센터,강북구 한천로105길 21,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,㈜포스코ICT,1600-4047,37.6295146,127.0382995,2018-07-23,3080000,서울특별시 강북구,
수유1동주민센터,강북구 삼양로 299,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,㈜포스코ICT,1600-4047,37.6300042,127.0153532,2018-07-23,3080000,서울특별시 강북구,
수유2동주민센터,강북구 한천로 1117,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,㈜포스코ICT,1600-4047,37.6446412,127.0176860,2018-07-23,3080000,서울특별시 강북구,
수유3동주민센터,강북구 노해로 36,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,㈜포스코ICT,1600-4047,37.6386976,127.0209635,2018-07-23,3080000,서울특별시 강북구,
우이동주민센터,강북구 삼양로139길 49,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,㈜포스코ICT,1600-4047,37.6478908,127.0096866,2018-07-23,3080000,서울특별시 강북구,
인수동주민센터,강북구 인수봉로 255,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,㈜포스코ICT,1600-4047,37.6414749,127.0084091,2018-07-23,3080000,서울특별시 강북구,
